registration_number,ngo_name,registration_type,state,city,registered_year,focus_area,website,director_name,beneficiaries_estimate,funding_summary,contact_email,contact_phone,address,annual_report_url,source_links,notes
PU/2020/18286,Sahayog Association 331,NITI Aayog (Darpan),Punjab,Jalandhar,2012,Arts & Culture,https://www.sahayogassociation331.org,Veer Goda,"3.39M (approx., 2024)","FY2019: Total ~ INR 5,510,000; Grants INR 600,000; Donations INR 4,510,000; Govt INR 400,000",contact331@sahayog.association.331.org,8892673899,"167, Jalandhar Main Road, Near School, Punjab",https://www.sahayogassociation331.org/annual-report.pdf,https://www.sahayogassociation331.org|https://example-simulated-source.org/331,
TR/2008/29014,Umeed Sanstha 332,Trust,Chhattisgarh,Durg,2005,Rural Development,https://www.umeedsanstha332.org,Advika Apte,"2.55M (approx., 2023)","FY2024: Total ~ INR 3,980,000; Grants INR 1,300,000; Donations INR 2,580,000; Govt INR 100,000",contact332@umeed.sanstha.332.org,7884852008,"152, Durg Main Road, Near Market, Chhattisgarh",https://www.umeedsanstha332.org/annual-report.pdf,https://www.umeedsanstha332.org|https://example-simulated-source.org/332,
AR/2015/803310,Dharitri Trust 333,NITI Aayog (Darpan),Arunachal Pradesh,Itanagar,2012,Child Welfare,https://www.dharitritrust333.org,Nirvaan Tandon,"2.51M (approx., 2020)","FY2024: Total ~ INR 5,440,000; Grants INR 1,800,000; Donations INR 3,440,000; Govt INR 200,000",contact333@dharitri.trust.333.org,9174907539,"145, Itanagar Main Road, Near Railway Station, Arunachal Pradesh",https://www.dharitritrust333.org/annual-report.pdf,https://www.dharitritrust333.org|https://example-simulated-source.org/333,Funding estimated for demo
U35238JH2024NPL48352,Umeed Society 334,Section-8 Company,Jharkhand,Jamshedpur,2018,Healthcare,https://www.umeedsociety334.org,Dhanuk Dara,"6.55Lakh (approx., 2020)","FY2023: Total ~ INR 4,560,000; Grants INR 1,600,000; Donations INR 2,060,000; Govt INR 900,000",contact334@umeed.society.334.org,8126611062,"122, Jamshedpur Main Road, Near Railway Station, Jharkhand",https://www.umeedsociety334.org/annual-report.pdf,https://www.umeedsociety334.org|https://example-simulated-source.org/334,Funding estimated for demo
749827290,Navjeevan Welfare 335,FCRA,Mizoram,Aizawl,2003,Animal Welfare,https://www.navjeevanwelfare335.org,Riya Soman,"3.82M (approx., 2021)","FY2023: Total ~ INR 4,120,000; Grants INR 100,000; Donations INR 3,820,000; Govt INR 200,000",contact335@navjeevan.welfare.335.org,8622827728,"221, Aizawl Main Road, Near Community Centre, Mizoram",https://www.navjeevanwelfare335.org/annual-report.pdf,https://www.navjeevanwelfare335.org|https://example-simulated-source.org/335,Simulated beneficiary numbers
406839906,Asha Trust 336,FCRA,Karnataka,Belgaum,1991,Mental Health,https://www.ashatrust336.org,Indranil Goswami,"1.2M (approx., 2019)","FY2021: Total ~ INR 3,950,000; Grants INR 1,800,000; Donations INR 2,150,000; Govt INR 0",contact336@asha.trust.336.org,9408215454,"76, Belgaum Main Road, Near School, Karnataka",https://www.ashatrust336.org/annual-report.pdf,https://www.ashatrust336.org|https://example-simulated-source.org/336,Simulated beneficiary numbers
597913699,Sankalp Trust 337,FCRA,Rajasthan,Jodhpur,2020,Mental Health,https://www.sankalptrust337.org,Vaibhav Gala,"1.11M (approx., 2024)","FY2022: Total ~ INR 3,980,000; Grants INR 400,000; Donations INR 2,580,000; Govt INR 1,000,000",contact337@sankalp.trust.337.org,8106794975,"201, Jodhpur Main Road, Near School, Rajasthan",https://www.sankalptrust337.org/annual-report.pdf,https://www.sankalptrust337.org|https://example-simulated-source.org/337,Funding estimated for demo
U97097MA2019NPL54690,Pragati Society 338,Section-8 Company,Manipur,Imphal,2009,Women Empowerment,https://www.pragatisociety338.org,Sumer Vora,"4.71M (approx., 2023)","FY2019: Total ~ INR 4,390,000; Grants INR 300,000; Donations INR 3,290,000; Govt INR 800,000",contact338@pragati.society.338.org,8365807412,"182, Imphal Main Road, Near Community Centre, Manipur",https://www.pragatisociety338.org/annual-report.pdf,https://www.pragatisociety338.org|https://example-simulated-source.org/338,Sample data - synthetic
S/99377/UT,Umeed Samiti 339,Society,Uttarakhand,Rudrapur,1995,Animal Welfare,https://www.umeedsamiti339.org,Zain Sandhu,"4.48M (approx., 2022)","FY2019: Total ~ INR 3,950,000; Grants INR 1,000,000; Donations INR 2,050,000; Govt INR 900,000",contact339@umeed.samiti.339.org,8801820433,"213, Rudrapur Main Road, Near School, Uttarakhand",https://www.umeedsamiti339.org/annual-report.pdf,https://www.umeedsamiti339.org|https://example-simulated-source.org/339,Funding estimated for demo
35830942,Uday Initiative 340,FCRA,Mizoram,Aizawl,2006,Livelihood,https://www.udayinitiative340.org,Abram Gaba,"7.52Lakh (approx., 2019)","FY2024: Total ~ INR 6,370,000; Grants INR 900,000; Donations INR 4,870,000; Govt INR 600,000",contact340@uday.initiative.340.org,9564111824,"37, Aizawl Main Road, Near Railway Station, Mizoram",https://www.udayinitiative340.org/annual-report.pdf,https://www.udayinitiative340.org|https://example-simulated-source.org/340,Sample data - synthetic
TR/2009/52110,Sankalp Foundation 341,Trust,Maharashtra,Aurangabad,2021,Livelihood,https://www.sankalpfoundation341.org,Amani Hari,"4.27M (approx., 2024)","FY2021: Total ~ INR 3,670,000; Grants INR 1,600,000; Donations INR 1,970,000; Govt INR 100,000",contact341@sankalp.foundation.341.org,7526546103,"62, Aurangabad Main Road, Near Railway Station, Maharashtra",https://www.sankalpfoundation341.org/annual-report.pdf,https://www.sankalpfoundation341.org|https://example-simulated-source.org/341,
41038055,Pragati Welfare 342,FCRA,Telangana,Karimnagar,2018,Disability Services,https://www.pragatiwelfare342.org,Madhav Gara,"7.04Lakh (approx., 2024)","FY2020: Total ~ INR 4,860,000; Grants INR 2,000,000; Donations INR 2,560,000; Govt INR 300,000",contact342@pragati.welfare.342.org,8304891382,"78, Karimnagar Main Road, Near School, Telangana",https://www.pragatiwelfare342.org/annual-report.pdf,https://www.pragatiwelfare342.org|https://example-simulated-source.org/342,Simulated beneficiary numbers
TR/2018/6477,Navjeevan Sanstha 343,Trust,Chhattisgarh,Bilaspur,2012,Elderly Care,https://www.navjeevansanstha343.org,Gatik Walia,"1.78M (approx., 2022)","FY2020: Total ~ INR 3,040,000; Grants INR 1,600,000; Donations INR 1,440,000; Govt INR 0",contact343@navjeevan.sanstha.343.org,7794200749,"65, Bilaspur Main Road, Near School, Chhattisgarh",https://www.navjeevansanstha343.org/annual-report.pdf,https://www.navjeevansanstha343.org|https://example-simulated-source.org/343,
S/37629/AN,Sakhi Sanstha 344,Society,Andhra Pradesh,Visakhapatnam,2011,Rural Development,https://www.sakhisanstha344.org,Rasha Basu,"1.77M (approx., 2021)","FY2024: Total ~ INR 3,580,000; Grants INR 1,900,000; Donations INR 1,680,000; Govt INR 0",contact344@sakhi.sanstha.344.org,8398554743,"170, Visakhapatnam Main Road, Near Market, Andhra Pradesh",https://www.sakhisanstha344.org/annual-report.pdf,https://www.sakhisanstha344.org|https://example-simulated-source.org/344,Sample data - synthetic
732313006,Sankalp Foundation 345,FCRA,Goa,Panaji,1997,Animal Welfare,https://www.sankalpfoundation345.org,Samiha Khalsa,"2.96M (approx., 2024)","FY2021: Total ~ INR 6,330,000; Grants INR 1,200,000; Donations INR 4,230,000; Govt INR 900,000",contact345@sankalp.foundation.345.org,7687681180,"229, Panaji Main Road, Near School, Goa",https://www.sankalpfoundation345.org/annual-report.pdf,https://www.sankalpfoundation345.org|https://example-simulated-source.org/345,Funding estimated for demo
487361628,Dharitri Samiti 346,FCRA,Gujarat,Ahmedabad,2013,Healthcare,https://www.dharitrisamiti346.org,Riya Biswas,"3.09Lakh (approx., 2020)","FY2020: Total ~ INR 7,030,000; Grants INR 1,500,000; Donations INR 4,630,000; Govt INR 900,000",contact346@dharitri.samiti.346.org,7304531943,"60, Ahmedabad Main Road, Near School, Gujarat",https://www.dharitrisamiti346.org/annual-report.pdf,https://www.dharitrisamiti346.org|https://example-simulated-source.org/346,
U32344RA2017NPL26397,Umeed Welfare 347,Section-8 Company,Rajasthan,Ajmer,2023,Healthcare,https://www.umeedwelfare347.org,Lavanya Sane,"2.3M (approx., 2019)","FY2023: Total ~ INR 5,960,000; Grants INR 0; Donations INR 4,960,000; Govt INR 1,000,000",contact347@umeed.welfare.347.org,9999219212,"67, Ajmer Main Road, Near Railway Station, Rajasthan",https://www.umeedwelfare347.org/annual-report.pdf,https://www.umeedwelfare347.org|https://example-simulated-source.org/347,Simulated beneficiary numbers
474445061,Seva Association 348,FCRA,Manipur,Imphal,2016,Education,https://www.sevaassociation348.org,Jivin Korpal,"4.47M (approx., 2021)","FY2020: Total ~ INR 1,620,000; Grants INR 1,000,000; Donations INR 20,000; Govt INR 600,000",contact348@seva.association.348.org,8418775803,"13, Imphal Main Road, Near Market, Manipur",https://www.sevaassociation348.org/annual-report.pdf,https://www.sevaassociation348.org|https://example-simulated-source.org/348,Simulated beneficiary numbers
S/10757/TA,Prerna Initiative 349,Society,Tamil Nadu,Salem,2011,Elderly Care,https://www.prernainitiative349.org,Tanya Shah,"2.1M (approx., 2019)","FY2021: Total ~ INR 3,020,000; Grants INR 300,000; Donations INR 2,420,000; Govt INR 300,000",contact349@prerna.initiative.349.org,7325411076,"207, Salem Main Road, Near Community Centre, Tamil Nadu",https://www.prernainitiative349.org/annual-report.pdf,https://www.prernainitiative349.org|https://example-simulated-source.org/349,
TR/2018/13539,Pragati Society 350,Trust,Arunachal Pradesh,Itanagar,1993,Disability Services,https://www.pragatisociety350.org,Adah Jaggi,"3.71M (approx., 2018)","FY2022: Total ~ INR 5,020,000; Grants INR 900,000; Donations INR 3,120,000; Govt INR 1,000,000",contact350@pragati.society.350.org,9791100651,"201, Itanagar Main Road, Near Railway Station, Arunachal Pradesh",https://www.pragatisociety350.org/annual-report.pdf,https://www.pragatisociety350.org|https://example-simulated-source.org/350,
S/53649/KA,Sahayog Initiative 351,Society,Karnataka,Bengaluru,1996,Disability Services,https://www.sahayoginitiative351.org,Aarna Kota,"2.85M (approx., 2023)","FY2021: Total ~ INR 3,120,000; Grants INR 0; Donations INR 2,320,000; Govt INR 800,000",contact351@sahayog.initiative.351.org,7963990767,"204, Bengaluru Main Road, Near School, Karnataka",https://www.sahayoginitiative351.org/annual-report.pdf,https://www.sahayoginitiative351.org|https://example-simulated-source.org/351,Sample data - synthetic
KA/2018/958300,Pragati Society 352,NITI Aayog (Darpan),Karnataka,Bengaluru,1992,Education,https://www.pragatisociety352.org,Riya Dhar,"5.07Lakh (approx., 2019)","FY2023: Total ~ INR 4,490,000; Grants INR 900,000; Donations INR 2,990,000; Govt INR 600,000",contact352@pragati.society.352.org,9284567972,"63, Bengaluru Main Road, Near Railway Station, Karnataka",https://www.pragatisociety352.org/annual-report.pdf,https://www.pragatisociety352.org|https://example-simulated-source.org/352,Simulated beneficiary numbers
AN/2022/333668,Sakhi Organisation 353,NITI Aayog (Darpan),Andhra Pradesh,Kurnool,2017,Arts & Culture,https://www.sakhiorganisation353.org,Purab Lad,"2.88M (approx., 2019)","FY2019: Total ~ INR 4,170,000; Grants INR 600,000; Donations INR 3,270,000; Govt INR 300,000",contact353@sakhi.organisation.353.org,9545089203,"130, Kurnool Main Road, Near Community Centre, Andhra Pradesh",https://www.sakhiorganisation353.org/annual-report.pdf,https://www.sakhiorganisation353.org|https://example-simulated-source.org/353,Simulated beneficiary numbers
617841924,Kshitij Society 354,FCRA,Rajasthan,Ajmer,2004,Human Rights,https://www.kshitijsociety354.org,Ahana  Boase,"1.93M (approx., 2021)","FY2022: Total ~ INR 3,290,000; Grants INR 1,900,000; Donations INR 1,090,000; Govt INR 300,000",contact354@kshitij.society.354.org,8946521707,"57, Ajmer Main Road, Near Community Centre, Rajasthan",https://www.kshitijsociety354.org/annual-report.pdf,https://www.kshitijsociety354.org|https://example-simulated-source.org/354,Simulated beneficiary numbers
399571951,Uday Foundation 355,FCRA,Sikkim,Gangtok,1992,Environment,https://www.udayfoundation355.org,Purab Saran,"2.49Lakh (approx., 2019)","FY2020: Total ~ INR 2,250,000; Grants INR 600,000; Donations INR 1,450,000; Govt INR 200,000",contact355@uday.foundation.355.org,7150812473,"162, Gangtok Main Road, Near Market, Sikkim",https://www.udayfoundation355.org/annual-report.pdf,https://www.udayfoundation355.org|https://example-simulated-source.org/355,Simulated beneficiary numbers
TR/2018/32536,Prerna Organisation 356,NITI Aayog (Darpan),Tripura,Agartala,2013,Livelihood,https://www.prernaorganisation356.org,Urvi Bahl,"3.12M (approx., 2023)","FY2023: Total ~ INR 6,110,000; Grants INR 500,000; Donations INR 4,810,000; Govt INR 800,000",contact356@prerna.organisation.356.org,7410261534,"117, Agartala Main Road, Near Railway Station, Tripura",https://www.prernaorganisation356.org/annual-report.pdf,https://www.prernaorganisation356.org|https://example-simulated-source.org/356,Funding estimated for demo
TR/2002/70803,Sakhi Samiti 357,Trust,Puducherry,Puducherry,1999,Healthcare,https://www.sakhisamiti357.org,Shaan Dua,"2.75M (approx., 2019)","FY2020: Total ~ INR 3,720,000; Grants INR 100,000; Donations INR 3,220,000; Govt INR 400,000",contact357@sakhi.samiti.357.org,8559630993,"219, Puducherry Main Road, Near Market, Puducherry",https://www.sakhisamiti357.org/annual-report.pdf,https://www.sakhisamiti357.org|https://example-simulated-source.org/357,Funding estimated for demo
556119914,Pragati Organisation 358,FCRA,Rajasthan,Jaipur,2021,Elderly Care,https://www.pragatiorganisation358.org,Nirvi Sachdeva,"3.97M (approx., 2020)","FY2023: Total ~ INR 4,850,000; Grants INR 1,800,000; Donations INR 2,050,000; Govt INR 1,000,000",contact358@pragati.organisation.358.org,8857872558,"178, Jaipur Main Road, Near School, Rajasthan",https://www.pragatiorganisation358.org/annual-report.pdf,https://www.pragatiorganisation358.org|https://example-simulated-source.org/358,
TR/2015/29651,Roshni Samiti 359,Trust,Rajasthan,Jodhpur,2008,Arts & Culture,https://www.roshnisamiti359.org,Kiara Goswami,"3.73M (approx., 2022)","FY2019: Total ~ INR 3,170,000; Grants INR 1,100,000; Donations INR 1,170,000; Govt INR 900,000",contact359@roshni.samiti.359.org,8669254812,"193, Jodhpur Main Road, Near Community Centre, Rajasthan",https://www.roshnisamiti359.org/annual-report.pdf,https://www.roshnisamiti359.org|https://example-simulated-source.org/359,Funding estimated for demo
474399416,Roshni Welfare 360,FCRA,Jharkhand,Hazaribagh,2012,Livelihood,https://www.roshniwelfare360.org,Yasmin Mannan,"6.91Lakh (approx., 2020)","FY2024: Total ~ INR 5,020,000; Grants INR 1,600,000; Donations INR 2,620,000; Govt INR 800,000",contact360@roshni.welfare.360.org,8575460273,"68, Hazaribagh Main Road, Near Community Centre, Jharkhand",https://www.roshniwelfare360.org/annual-report.pdf,https://www.roshniwelfare360.org|https://example-simulated-source.org/360,
TR/1994/48216,Asha Trust 361,Trust,Sikkim,Gangtok,2024,Arts & Culture,https://www.ashatrust361.org,Mannat Randhawa,"2.19M (approx., 2018)","FY2022: Total ~ INR 2,840,000; Grants INR 900,000; Donations INR 1,440,000; Govt INR 500,000",contact361@asha.trust.361.org,7835354443,"181, Gangtok Main Road, Near Railway Station, Sikkim",https://www.ashatrust361.org/annual-report.pdf,https://www.ashatrust361.org|https://example-simulated-source.org/361,Funding estimated for demo
AR/2018/247949,Sakhi Initiative 362,NITI Aayog (Darpan),Arunachal Pradesh,Itanagar,2010,Urban Poor,https://www.sakhiinitiative362.org,Jayan Wali,"1.58M (approx., 2021)","FY2022: Total ~ INR 3,070,000; Grants INR 1,300,000; Donations INR 1,070,000; Govt INR 700,000",contact362@sakhi.initiative.362.org,9373898775,"203, Itanagar Main Road, Near Community Centre, Arunachal Pradesh",https://www.sakhiinitiative362.org/annual-report.pdf,https://www.sakhiinitiative362.org|https://example-simulated-source.org/362,
TR/2021/87356,Sahayog Foundation 363,Trust,Odisha,Cuttack,1998,Animal Welfare,https://www.sahayogfoundation363.org,Stuvan Edwin,"1.29M (approx., 2020)","FY2023: Total ~ INR 5,920,000; Grants INR 1,800,000; Donations INR 3,220,000; Govt INR 900,000",contact363@sahayog.foundation.363.org,8536668459,"6, Cuttack Main Road, Near Community Centre, Odisha",https://www.sahayogfoundation363.org/annual-report.pdf,https://www.sahayogfoundation363.org|https://example-simulated-source.org/363,Funding estimated for demo
S/63230/KE,Annapurna Samiti 364,Society,Kerala,Kochi,1991,Rural Development,https://www.annapurnasamiti364.org,Nitara Sood,"1.57M (approx., 2019)","FY2021: Total ~ INR 5,460,000; Grants INR 200,000; Donations INR 4,660,000; Govt INR 600,000",contact364@annapurna.samiti.364.org,7597412182,"9, Kochi Main Road, Near School, Kerala",https://www.annapurnasamiti364.org/annual-report.pdf,https://www.annapurnasamiti364.org|https://example-simulated-source.org/364,Sample data - synthetic
MA/2015/396559,Pragati Welfare 365,NITI Aayog (Darpan),Madhya Pradesh,Gwalior,1994,Disaster Relief,https://www.pragatiwelfare365.org,Pranay Sani,"3.26M (approx., 2024)","FY2021: Total ~ INR 1,560,000; Grants INR 600,000; Donations INR 660,000; Govt INR 300,000",contact365@pragati.welfare.365.org,9025662128,"108, Gwalior Main Road, Near School, Madhya Pradesh",https://www.pragatiwelfare365.org/annual-report.pdf,https://www.pragatiwelfare365.org|https://example-simulated-source.org/365,Funding estimated for demo
AR/2018/536883,Sahayog Society 366,NITI Aayog (Darpan),Arunachal Pradesh,Itanagar,2023,Women Empowerment,https://www.sahayogsociety366.org,Gatik Mane,"2.76M (approx., 2022)","FY2023: Total ~ INR 4,550,000; Grants INR 1,500,000; Donations INR 2,350,000; Govt INR 700,000",contact366@sahayog.society.366.org,9743027169,"207, Itanagar Main Road, Near Railway Station, Arunachal Pradesh",https://www.sahayogsociety366.org/annual-report.pdf,https://www.sahayogsociety366.org|https://example-simulated-source.org/366,
429930083,Dharitri Centre 367,FCRA,Tripura,Agartala,2015,Child Welfare,https://www.dharitricentre367.org,Adah Gokhale,"3.66Lakh (approx., 2019)","FY2023: Total ~ INR 2,900,000; Grants INR 500,000; Donations INR 1,400,000; Govt INR 1,000,000",contact367@dharitri.centre.367.org,9263296762,"179, Agartala Main Road, Near Community Centre, Tripura",https://www.dharitricentre367.org/annual-report.pdf,https://www.dharitricentre367.org|https://example-simulated-source.org/367,Simulated beneficiary numbers
TR/1997/49330,Jeevan Initiative 368,Trust,Manipur,Imphal,1991,Human Rights,https://www.jeevaninitiative368.org,Ritvik Chauhan,"6.14Lakh (approx., 2023)","FY2024: Total ~ INR 3,850,000; Grants INR 1,400,000; Donations INR 1,950,000; Govt INR 500,000",contact368@jeevan.initiative.368.org,7185672438,"12, Imphal Main Road, Near School, Manipur",https://www.jeevaninitiative368.org/annual-report.pdf,https://www.jeevaninitiative368.org|https://example-simulated-source.org/368,Funding estimated for demo
S/16031/MI,Sankalp Centre 369,Society,Mizoram,Aizawl,1998,Rural Development,https://www.sankalpcentre369.org,Damini Dhar,"3.95M (approx., 2024)","FY2020: Total ~ INR 5,300,000; Grants INR 800,000; Donations INR 4,300,000; Govt INR 200,000",contact369@sankalp.centre.369.org,9257771183,"183, Aizawl Main Road, Near School, Mizoram",https://www.sankalpcentre369.org/annual-report.pdf,https://www.sankalpcentre369.org|https://example-simulated-source.org/369,
U61229UT2005NPL11169,Asha Sanstha 370,Section-8 Company,Uttarakhand,Dehradun,1993,Women Empowerment,https://www.ashasanstha370.org,Miraan Sibal,"4.39M (approx., 2023)","FY2022: Total ~ INR 2,690,000; Grants INR 300,000; Donations INR 1,990,000; Govt INR 400,000",contact370@asha.sanstha.370.org,9042752308,"56, Dehradun Main Road, Near School, Uttarakhand",https://www.ashasanstha370.org/annual-report.pdf,https://www.ashasanstha370.org|https://example-simulated-source.org/370,
412271684,Samarth Samiti 371,FCRA,Uttarakhand,Dehradun,2000,Education,https://www.samarthsamiti371.org,Priyansh Arora,"1.4M (approx., 2018)","FY2021: Total ~ INR 4,020,000; Grants INR 1,300,000; Donations INR 2,620,000; Govt INR 100,000",contact371@samarth.samiti.371.org,7310600531,"57, Dehradun Main Road, Near Community Centre, Uttarakhand",https://www.samarthsamiti371.org/annual-report.pdf,https://www.samarthsamiti371.org|https://example-simulated-source.org/371,Simulated beneficiary numbers
TR/1997/31462,Annapurna Initiative 372,Trust,Chhattisgarh,Bilaspur,2004,Animal Welfare,https://www.annapurnainitiative372.org,Miraya Kari,"5.54Lakh (approx., 2023)","FY2021: Total ~ INR 5,020,000; Grants INR 800,000; Donations INR 3,320,000; Govt INR 900,000",contact372@annapurna.initiative.372.org,7155206506,"55, Bilaspur Main Road, Near School, Chhattisgarh",https://www.annapurnainitiative372.org/annual-report.pdf,https://www.annapurnainitiative372.org|https://example-simulated-source.org/372,
U80278TA2018NPL23473,Jeevan Trust 373,Section-8 Company,Tamil Nadu,Coimbatore,1991,Rural Development,https://www.jeevantrust373.org,Kabir Khatri,"4.91M (approx., 2021)","FY2024: Total ~ INR 4,810,000; Grants INR 1,200,000; Donations INR 2,610,000; Govt INR 1,000,000",contact373@jeevan.trust.373.org,8195625257,"18, Coimbatore Main Road, Near Market, Tamil Nadu",https://www.jeevantrust373.org/annual-report.pdf,https://www.jeevantrust373.org|https://example-simulated-source.org/373,Sample data - synthetic
S/81786/JH,Prerna Foundation 374,Society,Jharkhand,Hazaribagh,2002,Human Rights,https://www.prernafoundation374.org,Vritika Kaul,"1.27M (approx., 2021)","FY2020: Total ~ INR 3,880,000; Grants INR 600,000; Donations INR 3,280,000; Govt INR 0",contact374@prerna.foundation.374.org,7436391025,"128, Hazaribagh Main Road, Near Market, Jharkhand",https://www.prernafoundation374.org/annual-report.pdf,https://www.prernafoundation374.org|https://example-simulated-source.org/374,Funding estimated for demo
U78271TR2013NPL85940,Kshitij Foundation 375,Section-8 Company,Tripura,Agartala,2014,Women Empowerment,https://www.kshitijfoundation375.org,Nishith Hayre,"4.37M (approx., 2020)","FY2019: Total ~ INR 3,760,000; Grants INR 500,000; Donations INR 2,260,000; Govt INR 1,000,000",contact375@kshitij.foundation.375.org,8035533803,"206, Agartala Main Road, Near Railway Station, Tripura",https://www.kshitijfoundation375.org/annual-report.pdf,https://www.kshitijfoundation375.org|https://example-simulated-source.org/375,
TR/2003/17457,Seva Organisation 376,Trust,Mizoram,Aizawl,2002,Healthcare,https://www.sevaorganisation376.org,Vivaan Bhatti,"2.05M (approx., 2021)","FY2021: Total ~ INR 3,900,000; Grants INR 500,000; Donations INR 3,100,000; Govt INR 300,000",contact376@seva.organisation.376.org,7298338167,"80, Aizawl Main Road, Near Railway Station, Mizoram",https://www.sevaorganisation376.org/annual-report.pdf,https://www.sevaorganisation376.org|https://example-simulated-source.org/376,Simulated beneficiary numbers
TR/1995/48131,Nirmaan Welfare 377,Trust,Himachal Pradesh,Mandi,1991,Disaster Relief,https://www.nirmaanwelfare377.org,Ahana  Bhat,"3.2M (approx., 2021)","FY2023: Total ~ INR 4,480,000; Grants INR 200,000; Donations INR 3,880,000; Govt INR 400,000",contact377@nirmaan.welfare.377.org,8627768962,"210, Mandi Main Road, Near School, Himachal Pradesh",https://www.nirmaanwelfare377.org/annual-report.pdf,https://www.nirmaanwelfare377.org|https://example-simulated-source.org/377,Sample data - synthetic
497052625,Roshni Centre 378,FCRA,Chhattisgarh,Bilaspur,1990,Child Welfare,https://www.roshnicentre378.org,Ira Chowdhury,"1.08Lakh (approx., 2024)","FY2022: Total ~ INR 5,830,000; Grants INR 1,600,000; Donations INR 3,730,000; Govt INR 500,000",contact378@roshni.centre.378.org,8689715273,"40, Bilaspur Main Road, Near Railway Station, Chhattisgarh",https://www.roshnicentre378.org/annual-report.pdf,https://www.roshnicentre378.org|https://example-simulated-source.org/378,Funding estimated for demo
U50345PU2020NPL78110,Annapurna Welfare 379,Section-8 Company,Punjab,Jalandhar,2022,Human Rights,https://www.annapurnawelfare379.org,Navya Bhakta,"4.1M (approx., 2023)","FY2024: Total ~ INR 4,660,000; Grants INR 1,100,000; Donations INR 3,560,000; Govt INR 0",contact379@annapurna.welfare.379.org,7601692364,"198, Jalandhar Main Road, Near Market, Punjab",https://www.annapurnawelfare379.org/annual-report.pdf,https://www.annapurnawelfare379.org|https://example-simulated-source.org/379,Funding estimated for demo
687480312,Seva Association 380,FCRA,Punjab,Ludhiana,1990,Environment,https://www.sevaassociation380.org,Dhruv Shroff,"9.79Lakh (approx., 2024)","FY2022: Total ~ INR 4,090,000; Grants INR 200,000; Donations INR 3,290,000; Govt INR 600,000",contact380@seva.association.380.org,9024972439,"149, Ludhiana Main Road, Near Railway Station, Punjab",https://www.sevaassociation380.org/annual-report.pdf,https://www.sevaassociation380.org|https://example-simulated-source.org/380,
281518421,Uday Initiative 381,FCRA,Jharkhand,Jamshedpur,1999,Arts & Culture,https://www.udayinitiative381.org,Keya Konda,"2.26M (approx., 2023)","FY2024: Total ~ INR 5,960,000; Grants INR 600,000; Donations INR 4,760,000; Govt INR 600,000",contact381@uday.initiative.381.org,9488694611,"163, Jamshedpur Main Road, Near Market, Jharkhand",https://www.udayinitiative381.org/annual-report.pdf,https://www.udayinitiative381.org|https://example-simulated-source.org/381,Simulated beneficiary numbers
84991729,Sankalp Trust 382,FCRA,Uttar Pradesh,Kanpur,2002,Mental Health,https://www.sankalptrust382.org,Misha Kibe,"4.08M (approx., 2019)","FY2022: Total ~ INR 6,550,000; Grants INR 1,600,000; Donations INR 4,850,000; Govt INR 100,000",contact382@sankalp.trust.382.org,9686462252,"181, Kanpur Main Road, Near Railway Station, Uttar Pradesh",https://www.sankalptrust382.org/annual-report.pdf,https://www.sankalptrust382.org|https://example-simulated-source.org/382,Sample data - synthetic
TR/2016/58767,Samarth Centre 383,Trust,Gujarat,Surat,1991,Education,https://www.samarthcentre383.org,Aayush Dyal,"4.91M (approx., 2019)","FY2019: Total ~ INR 4,980,000; Grants INR 1,500,000; Donations INR 2,480,000; Govt INR 1,000,000",contact383@samarth.centre.383.org,9912141614,"17, Surat Main Road, Near Market, Gujarat",https://www.samarthcentre383.org/annual-report.pdf,https://www.samarthcentre383.org|https://example-simulated-source.org/383,
S/28665/MA,Seva Trust 384,Society,Maharashtra,Nagpur,2013,Elderly Care,https://www.sevatrust384.org,Charvi Banik,"2.88M (approx., 2020)","FY2024: Total ~ INR 6,010,000; Grants INR 700,000; Donations INR 4,810,000; Govt INR 500,000",contact384@seva.trust.384.org,9069847759,"110, Nagpur Main Road, Near Market, Maharashtra",https://www.sevatrust384.org/annual-report.pdf,https://www.sevatrust384.org|https://example-simulated-source.org/384,Funding estimated for demo
U10404KE2014NPL92528,Kshitij Trust 385,Section-8 Company,Kerala,Alappuzha,2022,Education,https://www.kshitijtrust385.org,Aaina Singhal,"3.47M (approx., 2023)","FY2021: Total ~ INR 1,610,000; Grants INR 600,000; Donations INR 10,000; Govt INR 1,000,000",contact385@kshitij.trust.385.org,8209184357,"159, Alappuzha Main Road, Near School, Kerala",https://www.kshitijtrust385.org/annual-report.pdf,https://www.kshitijtrust385.org|https://example-simulated-source.org/385,
S/31612/GO,Kshitij Welfare 386,Society,Goa,Margao,1999,Mental Health,https://www.kshitijwelfare386.org,Taimur Singh,"4.36M (approx., 2022)","FY2022: Total ~ INR 1,960,000; Grants INR 1,600,000; Donations INR 160,000; Govt INR 200,000",contact386@kshitij.welfare.386.org,9769156716,"76, Margao Main Road, Near Railway Station, Goa",https://www.kshitijwelfare386.org/annual-report.pdf,https://www.kshitijwelfare386.org|https://example-simulated-source.org/386,
